first_name,last_name,residence,phone_number,email,age,tariff_plan,contract_type,customer_type,income_level,contract_satisfaction,monthly_price,years_in_company,monthly_usage_hours,num_family_lines,churn_probability,churn_reason,recommended_retention_strategy
Esteban,Diaz,"Zaragoza, España",+34 604362955,esteban.diaz@hotmail.com,59,Mobile - Unlimited,Annual,Couple,High,High,42.26,8,209,4,Low,,
Ignacio,Leon,"Barcelona, España",+34 614490776,ignacio.leon@hotmail.com,32,Fiber + TV + Mobile (Premium),Monthly,Couple,High,Medium,70.22,2,256,4,Medium,,
Antonio,Reyes,"Madrid, España",+34 676740616,antonio.reyes@hotmail.com,46,Fiber Only (Premium),Monthly,Family,Medium,Medium,46.43,7,121,0,High,Moving to Another Provider,
Sergio,Castillo,"Bilbao, España",+34 687836900,sergio.castillo@hotmail.com,49,Fiber + TV + Mobile (Unlimited),Monthly,Couple,Medium,High,95.0,8,34,6,Low,,
Lucas,Gil,"Zaragoza, España",+34 693261368,lucas.gil@hotmail.com,63,Mobile - Unlimited,Monthly,Family,Low,Low,40.18,5,215,4,Medium,,
Marisol,Muñoz,"Madrid, España",+34 642726670,marisol.muñoz@hotmail.com,30,Fiber + TV + Mobile (Unlimited),Monthly,Family,Medium,High,92.25,2,157,6,Low,,
Diego,Vazquez,"Madrid, España",+34 695088440,diego.vazquez@hotmail.com,39,Mobile - Standard,Annual,Couple,Low,High,22.48,6,188,2,Low,,
Carla,Lopez,"Valencia, España",+34 672939293,carla.lopez@hotmail.com,36,Mobile - Unlimited,Monthly,Family,High,Medium,46.89,7,152,4,Medium,,
Florencia,Mendez,"Málaga, España",+34 689181783,florencia.mendez@hotmail.com,71,Fiber Only (Premium),Monthly,Couple,Low,Medium,47.79,1,45,0,Medium,,
Salvador,Hernandez,"Madrid, España",+34 661238102,salvador.hernandez@hotmail.com,31,Fiber Only (Basic),Annual,Single,High,Low,29.9,2,238,0,High,High Price,
Victor,Jimenez,"Madrid, España",+34 676171687,victor.jimenez@hotmail.com,73,Mobile + Fiber (Standard),Annual,Couple,Medium,High,54.0,6,227,3,Low,,
Vanessa,Perez,"Madrid, España",+34 691346445,vanessa.perez@hotmail.com,57,Mobile - Standard,Annual,Family,Medium,Medium,29.72,4,245,2,Low,,
Clara,Rodriguez,"Sevilla, España",+34 649165110,clara.rodriguez@hotmail.com,32,Fiber + TV + Mobile (Premium),Annual,Couple,High,Low,77.85,4,126,4,Medium,,
Carmen,Iglesias,"Bilbao, España",+34 678257098,carmen.iglesias@hotmail.com,66,Fiber Only (Basic),Annual,Single,Low,Medium,27.01,2,51,0,Low,,
Lidia,Ruiz,"Bilbao, España",+34 615432560,lidia.ruiz@hotmail.com,78,Fiber Only (Premium),Annual,Couple,Low,Low,41.42,3,180,0,High,Low Data Allowance,Upgrade to Better Plan
Carlos,Peña,"Valencia, España",+34 647075563,carlos.peña@hotmail.com,33,Fiber + TV + Mobile (Unlimited),Monthly,Family,Medium,High,96.71,10,201,6,Low,,
Cristina,Cano,"Málaga, España",+34 649239688,cristina.cano@hotmail.com,37,Fiber + TV + Mobile (Unlimited),Annual,Couple,Low,High,93.71,6,92,6,Low,,
Diana,Guerrero,"Zaragoza, España",+34 696385865,diana.guerrero@hotmail.com,41,Mobile + Fiber (Standard),Annual,Family,Low,High,58.92,5,101,3,Low,,
Sandra,Blanco,"Zaragoza, España",+34 697689552,sandra.blanco@hotmail.com,66,Fiber Only (Premium),Monthly,Couple,High,Low,41.52,1,167,0,High,Moving to Another Provider,
Andres,Serrano,"Bilbao, España",+34 620447036,andres.serrano@hotmail.com,36,Fiber + TV + Mobile (Unlimited),Annual,Single,Medium,Medium,99.59,4,110,6,Low,,
Milagros,Martin,"Zaragoza, España",+34 662924100,milagros.martin@hotmail.com,74,Fiber + TV + Mobile (Premium),Annual,Family,Low,Medium,73.98,3,258,4,Medium,,
Adrian,Gutierrez,"Málaga, España",+34 679678320,adrian.gutierrez@hotmail.com,29,Mobile - Unlimited,Monthly,Couple,Medium,High,46.77,8,98,4,Low,,
Matias,Cruz,"Valencia, España",+34 655743747,matias.cruz@hotmail.com,38,Fiber + TV + Mobile (Premium),Annual,Couple,High,Medium,72.6,7,100,4,Low,,
Luis,Ortiz,"Málaga, España",+34 648751495,luis.ortiz@hotmail.com,68,Mobile - Standard,Monthly,Family,High,Medium,22.68,2,25,2,High,No Longer Needed,Contract Freeze
Alberto,Delgado,"Málaga, España",+34 605781196,alberto.delgado@hotmail.com,42,Fiber Only (Basic),Monthly,Single,High,Low,22.35,5,232,0,High,Moving to Another Provider,
Eva,Navarro,"Sevilla, España",+34 660990599,eva.navarro@hotmail.com,24,Fiber + TV,Monthly,Single,Medium,High,37.06,10,61,0,Low,,
Belen,Gonzalez,"Zaragoza, España",+34 642094210,belen.gonzalez@hotmail.com,39,Mobile - Basic,Monthly,Couple,Medium,High,19.42,10,154,1,Low,,
Enrique,Aguilar,"Valencia, España",+34 657201034,enrique.aguilar@hotmail.com,51,Mobile + Fiber (Standard),Monthly,Couple,Low,Medium,52.3,3,111,3,High,Moving to Another Provider,
Emma,Flores,"Madrid, España",+34 611815327,emma.flores@hotmail.com,55,Fiber Only (Premium),Monthly,Family,High,High,43.53,9,62,0,Low,,
Patricia,Molina,"Madrid, España",+34 663046443,patricia.molina@hotmail.com,45,Mobile - Standard,Monthly,Family,Low,Medium,23.67,9,283,2,Medium,,
Teresa,Romero,"Valencia, España",+34 636525529,teresa.romero@hotmail.com,74,Fiber + TV + Mobile (Basic),Monthly,Single,Medium,High,51.38,5,265,2,Low,,
Daniel,Ramos,"Valencia, España",+34 663972930,daniel.ramos@hotmail.com,31,Mobile - Unlimited,Annual,Family,Medium,High,42.79,3,159,4,Low,,
Hugo,Torres,"Bilbao, España",+34 694507080,hugo.torres@hotmail.com,73,Mobile - Basic,Annual,Single,Low,High,12.6,5,70,1,Low,,
Andrea,Vega,"Barcelona, España",+34 603056792,andrea.vega@hotmail.com,32,Fiber + TV + Mobile (Premium),Annual,Single,High,High,73.08,9,57,4,Low,,
Maria,Alvarez,"Sevilla, España",+34 616370799,maria.alvarez@hotmail.com,37,Fiber + TV,Annual,Family,Medium,High,30.6,2,257,0,Low,,
Miguel,Santos,"Barcelona, España",+34 661165448,miguel.santos@hotmail.com,30,Mobile - Basic,Annual,Couple,Low,High,16.07,8,107,1,Low,,
Alejandro,Dominguez,"Málaga, España",+34 604036814,alejandro.dominguez@hotmail.com,76,Fiber Only (Premium),Monthly,Family,Low,Medium,40.09,10,136,0,Low,,
Alicia,Ramirez,"Málaga, España",+34 684214861,alicia.ramirez@hotmail.com,40,Fiber + TV + Mobile (Unlimited),Monthly,Couple,Medium,Low,91.28,4,28,6,High,No Longer Needed,
Julian,Gomez,"Valencia, España",+34 643338402,julian.gomez@hotmail.com,35,Mobile - Basic,Monthly,Couple,High,High,10.57,6,226,1,Low,,
Javier,Fernandez,"Madrid, España",+34 660619881,javier.fernandez@hotmail.com,65,Fiber + TV + Mobile (Basic),Annual,Couple,High,Medium,50.89,8,82,2,Low,,
Julia,Campos,"Valencia, España",+34 693898603,julia.campos@hotmail.com,32,Mobile + Fiber (Standard),Monthly,Couple,High,Medium,51.5,8,111,3,Medium,,
David,Marquez,"Sevilla, España",+34 632360826,david.marquez@hotmail.com,27,Mobile - Basic,Monthly,Couple,High,Medium,10.79,4,218,1,Low,,
Jose,Garcia,"Zaragoza, España",+34 667581133,jose.garcia@hotmail.com,79,Fiber Only (Premium),Annual,Family,Low,Medium,47.34,3,124,0,Medium,,
Bianca,Herrera,"Zaragoza, España",+34 695726738,bianca.herrera@hotmail.com,25,Mobile - Standard,Monthly,Single,Medium,Low,23.26,2,166,2,High,No Longer Needed,
Olga,Castro,"Valencia, España",+34 649843968,olga.castro@hotmail.com,32,Fiber + TV + Mobile (Basic),Annual,Couple,High,Medium,51.83,9,210,2,Low,,
Martina,Martinez,"Zaragoza, España",+34 662538326,martina.martinez@hotmail.com,22,Mobile - Standard,Monthly,Couple,High,Medium,23.36,3,266,2,Low,,
Veronica,Sanchez,"Málaga, España",+34 610252967,veronica.sanchez@hotmail.com,56,Fiber + TV,Annual,Family,Low,Medium,38.81,5,69,0,Low,,
Noelia,Moreno,"Bilbao, España",+34 609821546,noelia.moreno@hotmail.com,37,Mobile - Basic,Annual,Single,Low,High,14.61,9,212,1,Low,,
Valeria,Morales,"Zaragoza, España",+34 612472894,valeria.morales@hotmail.com,68,Fiber Only (Premium),Annual,Couple,Low,High,41.57,7,185,0,Low,,
Estefania,Ortega,"Madrid, España",+34 625141006,estefania.ortega@hotmail.com,44,Fiber Only (Basic),Annual,Single,Medium,Medium,24.96,5,124,0,High,No Longer Needed,
Fatima,Diaz,"Sevilla, España",+34 675717828,fatima.diaz@hotmail.com,69,Mobile - Standard,Annual,Single,Low,Low,24.81,4,197,2,High,Poor Service,
Pedro,Leon,"Bilbao, España",+34 683755247,pedro.leon@hotmail.com,39,Mobile + Fiber (Standard),Annual,Single,Low,Low,58.49,5,218,3,Medium,,
Raquel,Reyes,"Valencia, España",+34 699108211,raquel.reyes@hotmail.com,76,Fiber + TV + Mobile (Basic),Annual,Single,Low,High,53.33,8,175,2,Low,,
Lorena,Castillo,"Bilbao, España",+34 685672886,lorena.castillo@hotmail.com,18,Mobile - Basic,Monthly,Couple,High,High,13.55,7,189,1,Low,,
Beatriz,Gil,"Madrid, España",+34 639137851,beatriz.gil@hotmail.com,40,Fiber + TV + Mobile (Premium),Annual,Single,High,Medium,77.41,5,146,4,Low,,
Rosa,Muñoz,"Barcelona, España",+34 675385730,rosa.muñoz@hotmail.com,58,Fiber + TV + Mobile (Basic),Annual,Family,Low,Low,51.38,3,125,2,Medium,,
Roberto,Vazquez,"Sevilla, España",+34 696943947,roberto.vazquez@hotmail.com,48,Fiber Only (Premium),Annual,Couple,High,Medium,47.94,3,197,0,Low,,
Marta,Lopez,"Madrid, España",+34 600256828,marta.lopez@hotmail.com,46,Mobile - Unlimited,Annual,Family,Medium,Medium,47.55,4,283,4,Low,,
Angela,Mendez,"Valencia, España",+34 656833701,angela.mendez@hotmail.com,27,Fiber + TV + Mobile (Unlimited),Annual,Couple,High,Medium,93.68,4,42,6,Medium,,
Violeta,Hernandez,"Sevilla, España",+34 629715084,violeta.hernandez@hotmail.com,35,Fiber + TV + Mobile (Unlimited),Monthly,Couple,High,Medium,94.02,1,220,6,High,Poor Service,Dedicated Customer Support
Juan,Jimenez,"Barcelona, España",+34 660733012,juan.jimenez@hotmail.com,50,Fiber + TV + Mobile (Basic),Monthly,Single,Medium,Low,54.67,5,203,2,Medium,,
Joaquin,Perez,"Zaragoza, España",+34 606156150,joaquin.perez@hotmail.com,26,Fiber Only (Premium),Monthly,Single,High,Medium,44.03,2,167,0,Low,,
Tamara,Rodriguez,"Valencia, España",+34 639806870,tamara.rodriguez@hotmail.com,44,Fiber + TV,Monthly,Single,High,Low,36.2,1,256,0,High,Low Data Allowance,Extra Data Package
Camila,Iglesias,"Barcelona, España",+34 628330656,camila.iglesias@hotmail.com,40,Fiber + TV,Annual,Couple,Medium,Medium,34.55,3,142,0,Medium,,
Francisco,Ruiz,"Barcelona, España",+34 659028913,francisco.ruiz@hotmail.com,78,Mobile + Fiber (Standard),Monthly,Single,Low,Low,56.27,3,37,3,High,No Longer Needed,Contract Freeze
Pablo,Peña,"Valencia, España",+34 682333678,pablo.peña@hotmail.com,29,Mobile + Fiber (Standard),Annual,Family,Medium,Medium,51.4,9,239,3,Medium,,
Celeste,Cano,"Zaragoza, España",+34 664500900,celeste.cano@hotmail.com,28,Mobile + Fiber (Standard),Annual,Couple,High,Medium,55.89,4,73,3,Low,,
Gabriel,Guerrero,"Madrid, España",+34 670330488,gabriel.guerrero@hotmail.com,47,Fiber + TV + Mobile (Premium),Monthly,Family,Low,High,71.09,7,205,4,Low,,
Nuria,Blanco,"Bilbao, España",+34 602940305,nuria.blanco@hotmail.com,67,Fiber + TV,Annual,Single,High,High,36.1,6,221,0,Low,,
Sara,Serrano,"Barcelona, España",+34 629809720,sara.serrano@hotmail.com,47,Fiber + TV,Monthly,Single,Low,Medium,38.22,3,74,0,Low,,
Ruben,Martin,"Valencia, España",+34 626084612,ruben.martin@hotmail.com,54,Fiber Only (Premium),Monthly,Single,Low,Medium,46.32,3,179,0,Low,,
Ricardo,Gutierrez,"Barcelona, España",+34 680370109,ricardo.gutierrez@hotmail.com,27,Fiber Only (Premium),Annual,Family,Medium,Low,44.43,1,111,0,Medium,,
Laura,Cruz,"Valencia, España",+34 658439917,laura.cruz@hotmail.com,25,Mobile - Standard,Annual,Couple,Medium,High,22.23,8,150,2,Medium,,
Ana,Ortiz,"Zaragoza, España",+34 668258045,ana.ortiz@hotmail.com,68,Mobile + Fiber (Standard),Annual,Family,Low,High,56.5,10,270,3,Medium,,
Fernando,Delgado,"Zaragoza, España",+34 667075470,fernando.delgado@hotmail.com,55,Fiber + TV,Annual,Couple,Low,Medium,30.84,3,290,0,Low,,
Emilio,Navarro,"Bilbao, España",+34 640294877,emilio.navarro@hotmail.com,60,Fiber Only (Premium),Monthly,Family,Medium,High,49.08,4,291,0,Low,,
Rocio,Gonzalez,"Sevilla, España",+34 648968744,rocio.gonzalez@hotmail.com,42,Mobile - Standard,Monthly,Couple,Medium,Medium,25.2,10,158,2,Low,,
Oscar,Aguilar,"Bilbao, España",+34 648314007,oscar.aguilar@hotmail.com,20,Fiber Only (Basic),Annual,Single,Low,Low,24.3,5,219,0,High,No Longer Needed,
Ariadna,Flores,"Málaga, España",+34 685469812,ariadna.flores@hotmail.com,35,Mobile + Fiber (Standard),Annual,Family,Low,Low,55.74,4,146,3,High,Better Offers Elsewhere,
Mario,Molina,"Valencia, España",+34 603919158,mario.molina@hotmail.com,55,Fiber Only (Basic),Monthly,Couple,Low,High,29.59,10,265,0,Medium,,
Montserrat,Romero,"Madrid, España",+34 670264977,montserrat.romero@hotmail.com,77,Mobile + Fiber (Standard),Annual,Single,High,High,59.69,2,275,3,Low,,
Elena,Ramos,"Valencia, España",+34 623116850,elena.ramos@hotmail.com,47,Fiber + TV + Mobile (Premium),Monthly,Single,High,High,75.03,8,113,4,Low,,
Claudia,Torres,"Madrid, España",+34 674028553,claudia.torres@hotmail.com,48,Fiber Only (Basic),Monthly,Family,High,Low,27.22,3,29,0,High,High Price,
Sofia,Vega,"Barcelona, España",+34 685307615,sofia.vega@hotmail.com,68,Fiber Only (Premium),Monthly,Family,Medium,High,48.15,6,285,0,Low,,
Daniela,Alvarez,"Madrid, España",+34 616505060,daniela.alvarez@hotmail.com,43,Fiber + TV + Mobile (Basic),Annual,Couple,High,Medium,54.25,5,263,2,Low,,
Carolina,Santos,"Madrid, España",+34 650125788,carolina.santos@hotmail.com,55,Fiber + TV + Mobile (Basic),Monthly,Family,High,Medium,53.74,3,65,2,High,High Price,
Victoria,Dominguez,"Zaragoza, España",+34 662719789,victoria.dominguez@hotmail.com,23,Mobile - Basic,Annual,Family,High,High,13.33,8,211,1,Low,,
Ismael,Ramirez,"Málaga, España",+34 602032223,ismael.ramirez@hotmail.com,77,Mobile - Unlimited,Annual,Couple,Low,High,43.22,8,162,4,Low,,
Raul,Gomez,"Zaragoza, España",+34 635939894,raul.gomez@hotmail.com,39,Fiber Only (Basic),Monthly,Single,Low,Medium,22.72,1,197,0,Medium,,
Gabriela,Fernandez,"Zaragoza, España",+34 688923487,gabriela.fernandez@hotmail.com,20,Fiber Only (Basic),Annual,Single,High,Low,28.35,2,215,0,High,Moving to Another Provider,
Paula,Campos,"Barcelona, España",+34 666193167,paula.campos@hotmail.com,39,Mobile - Basic,Monthly,Single,Low,High,13.01,8,138,1,Low,,
Irene,Marquez,"Sevilla, España",+34 699149544,irene.marquez@hotmail.com,41,Fiber Only (Premium),Monthly,Couple,Medium,Medium,43.04,9,267,0,Low,,
Mireia,Garcia,"Barcelona, España",+34 687321209,mireia.garcia@hotmail.com,51,Mobile - Standard,Monthly,Family,High,High,20.54,7,92,2,Low,,
Isabel,Herrera,"Barcelona, España",+34 695496773,isabel.herrera@hotmail.com,30,Fiber + TV,Annual,Single,High,Low,39.29,2,161,0,High,Better Offers Elsewhere,
Natalia,Castro,"Barcelona, España",+34 623687449,natalia.castro@hotmail.com,24,Mobile + Fiber (Standard),Annual,Single,Low,Medium,51.54,1,84,3,Medium,,
Manuel,Martinez,"Zaragoza, España",+34 697351541,manuel.martinez@hotmail.com,38,Fiber Only (Premium),Annual,Couple,Low,Low,40.15,2,241,0,High,Better Offers Elsewhere,
Silvia,Sanchez,"Sevilla, España",+34 692449461,silvia.sanchez@hotmail.com,73,Mobile - Standard,Annual,Couple,Low,Medium,24.83,2,154,2,High,Better Offers Elsewhere,
Marina,Moreno,"Sevilla, España",+34 666945837,marina.moreno@hotmail.com,22,Fiber Only (Premium),Monthly,Couple,Medium,Medium,49.69,8,60,0,Low,,
Lucia,Morales,"Madrid, España",+34 618798280,lucia.morales@hotmail.com,29,Fiber + TV + Mobile (Basic),Monthly,Family,Low,High,57.37,10,83,2,Low,,
Felipe,Ortega,"Madrid, España",+34 680681004,felipe.ortega@hotmail.com,72,Mobile + Fiber (Standard),Monthly,Family,Low,Low,50.23,1,292,3,Medium,,
Esteban,Diaz,"Barcelona, España",+34 678791928,esteban.diaz@hotmail.com,79,Fiber + TV,Monthly,Single,Medium,Medium,39.52,2,29,0,Medium,,
Ignacio,Leon,"Madrid, España",+34 643828097,ignacio.leon@hotmail.com,63,Mobile - Standard,Monthly,Single,Medium,Medium,23.94,2,52,2,Low,,
Antonio,Reyes,"Madrid, España",+34 657520341,antonio.reyes@hotmail.com,76,Fiber + TV + Mobile (Basic),Monthly,Single,Low,High,55.12,3,268,2,Low,,
Sergio,Castillo,"Bilbao, España",+34 607043512,sergio.castillo@hotmail.com,61,Mobile - Standard,Annual,Single,Low,High,25.83,6,169,2,Low,,
Lucas,Gil,"Sevilla, España",+34 641835161,lucas.gil@hotmail.com,65,Mobile - Basic,Annual,Single,Medium,High,19.05,9,228,1,Low,,
Marisol,Muñoz,"Zaragoza, España",+34 680316164,marisol.muñoz@hotmail.com,66,Fiber + TV,Monthly,Single,Medium,Medium,38.2,1,112,0,Low,,
Diego,Vazquez,"Bilbao, España",+34 689112767,diego.vazquez@hotmail.com,75,Fiber Only (Basic),Monthly,Single,High,High,24.97,6,145,0,Low,,
Carla,Lopez,"Sevilla, España",+34 628160152,carla.lopez@hotmail.com,51,Mobile - Basic,Monthly,Single,Medium,High,11.14,1,37,1,Low,,
Florencia,Mendez,"Barcelona, España",+34 631262765,florencia.mendez@hotmail.com,56,Fiber + TV + Mobile (Unlimited),Monthly,Family,Low,High,96.07,8,296,6,Low,,
Salvador,Hernandez,"Zaragoza, España",+34 690044461,salvador.hernandez@hotmail.com,31,Fiber + TV + Mobile (Premium),Monthly,Single,Medium,High,71.63,7,267,4,Low,,
Victor,Jimenez,"Málaga, España",+34 681891626,victor.jimenez@hotmail.com,27,Fiber + TV + Mobile (Basic),Annual,Single,Low,Medium,53.21,2,185,2,Medium,,
Vanessa,Perez,"Barcelona, España",+34 680352637,vanessa.perez@hotmail.com,18,Mobile + Fiber (Standard),Annual,Single,Low,High,56.6,4,46,3,Low,,
Clara,Rodriguez,"Sevilla, España",+34 680958198,clara.rodriguez@hotmail.com,67,Mobile + Fiber (Standard),Annual,Family,Medium,Low,59.24,3,78,3,Medium,,
Carmen,Iglesias,"Zaragoza, España",+34 621109621,carmen.iglesias@hotmail.com,20,Fiber + TV,Monthly,Couple,Low,Low,36.93,5,117,0,High,Better Offers Elsewhere,iPhone Discount or Free Device
Lidia,Ruiz,"Madrid, España",+34 679132543,lidia.ruiz@hotmail.com,70,Fiber Only (Premium),Monthly,Single,High,Medium,41.52,2,274,0,Medium,,
Carlos,Peña,"Zaragoza, España",+34 661351676,carlos.peña@hotmail.com,64,Mobile - Unlimited,Annual,Couple,Low,High,40.92,9,266,4,Low,,
Cristina,Cano,"Valencia, España",+34 662321765,cristina.cano@hotmail.com,22,Fiber + TV,Annual,Couple,Low,Low,35.98,3,151,0,High,Moving to Another Provider,
Diana,Guerrero,"Málaga, España",+34 601394894,diana.guerrero@hotmail.com,53,Mobile - Standard,Annual,Single,Medium,Medium,20.27,10,257,2,Medium,,
Sandra,Blanco,"Bilbao, España",+34 632329022,sandra.blanco@hotmail.com,61,Fiber + TV,Monthly,Family,High,High,38.46,8,287,0,Medium,,
Andres,Serrano,"Madrid, España",+34 622855844,andres.serrano@hotmail.com,49,Fiber Only (Premium),Monthly,Family,High,High,41.36,7,226,0,Low,,
Milagros,Martin,"Zaragoza, España",+34 647795025,milagros.martin@hotmail.com,58,Fiber + TV + Mobile (Unlimited),Annual,Single,Low,Low,93.07,3,39,6,High,Moving to Another Provider,
Adrian,Gutierrez,"Málaga, España",+34 614275553,adrian.gutierrez@hotmail.com,37,Fiber + TV + Mobile (Basic),Monthly,Single,Medium,Medium,56.99,5,59,2,Medium,,
Matias,Cruz,"Sevilla, España",+34 648279560,matias.cruz@hotmail.com,62,Fiber Only (Premium),Monthly,Single,Low,Medium,46.88,9,33,0,Medium,,
Luis,Ortiz,"Sevilla, España",+34 672228952,luis.ortiz@hotmail.com,60,Mobile - Standard,Annual,Couple,High,High,23.07,9,178,2,Low,,
Alberto,Delgado,"Valencia, España",+34 657920280,alberto.delgado@hotmail.com,70,Fiber Only (Basic),Annual,Couple,High,High,25.13,8,141,0,Low,,
Eva,Navarro,"Valencia, España",+34 652370895,eva.navarro@hotmail.com,63,Mobile - Unlimited,Annual,Family,Medium,High,43.52,2,108,4,Low,,
Belen,Gonzalez,"Madrid, España",+34 698914740,belen.gonzalez@hotmail.com,51,Fiber + TV,Annual,Family,Medium,Low,30.05,1,153,0,Medium,,
Enrique,Aguilar,"Sevilla, España",+34 627288206,enrique.aguilar@hotmail.com,28,Fiber Only (Basic),Monthly,Couple,High,Medium,26.1,5,88,0,Low,,
Emma,Flores,"Zaragoza, España",+34 660447620,emma.flores@hotmail.com,24,Fiber + TV + Mobile (Premium),Annual,Single,Medium,High,71.34,9,106,4,Low,,
Patricia,Molina,"Bilbao, España",+34 619286745,patricia.molina@hotmail.com,72,Mobile - Standard,Annual,Couple,Medium,Medium,26.9,7,65,2,Low,,
Teresa,Romero,"Zaragoza, España",+34 676343359,teresa.romero@hotmail.com,35,Mobile - Basic,Annual,Single,Medium,Medium,16.08,4,296,1,Low,,
Daniel,Ramos,"Sevilla, España",+34 660733670,daniel.ramos@hotmail.com,57,Fiber + TV + Mobile (Premium),Monthly,Single,High,High,72.73,9,45,4,Low,,
Hugo,Torres,"Barcelona, España",+34 676880378,hugo.torres@hotmail.com,74,Mobile - Basic,Monthly,Family,Low,Medium,12.54,7,99,1,Medium,,
Andrea,Vega,"Bilbao, España",+34 659413323,andrea.vega@hotmail.com,34,Fiber + TV,Annual,Couple,High,High,30.39,4,56,0,Low,,
Maria,Alvarez,"Bilbao, España",+34 677353667,maria.alvarez@hotmail.com,36,Mobile - Unlimited,Annual,Couple,Low,Medium,46.95,5,49,4,Low,,
Miguel,Santos,"Madrid, España",+34 659758010,miguel.santos@hotmail.com,35,Mobile - Standard,Annual,Couple,Medium,Low,23.21,4,145,2,High,Moving to Another Provider,
Alejandro,Dominguez,"Sevilla, España",+34 685393881,alejandro.dominguez@hotmail.com,60,Mobile - Unlimited,Monthly,Single,Low,High,44.56,4,96,4,Low,,
Alicia,Ramirez,"Valencia, España",+34 659828943,alicia.ramirez@hotmail.com,37,Mobile - Basic,Monthly,Couple,Low,Medium,19.81,3,214,1,High,Moving to Another Provider,
Julian,Gomez,"Madrid, España",+34 669936122,julian.gomez@hotmail.com,53,Mobile + Fiber (Standard),Monthly,Couple,Medium,Low,58.13,3,63,3,Medium,,
Javier,Fernandez,"Zaragoza, España",+34 656299037,javier.fernandez@hotmail.com,68,Mobile - Standard,Annual,Family,Low,Medium,29.15,3,247,2,High,No Longer Needed,Contract Freeze
Julia,Campos,"Bilbao, España",+34 693131719,julia.campos@hotmail.com,22,Mobile - Standard,Annual,Couple,High,Medium,21.05,9,137,2,Medium,,
David,Marquez,"Valencia, España",+34 665763753,david.marquez@hotmail.com,60,Mobile - Unlimited,Monthly,Family,Low,Medium,40.44,2,122,4,Low,,
Jose,Garcia,"Valencia, España",+34 610495759,jose.garcia@hotmail.com,66,Fiber + TV + Mobile (Basic),Annual,Couple,Low,Medium,55.03,3,159,2,Low,,
Bianca,Herrera,"Valencia, España",+34 680361420,bianca.herrera@hotmail.com,20,Mobile - Unlimited,Monthly,Family,High,Medium,45.46,2,147,4,Medium,,
Olga,Castro,"Madrid, España",+34 665428804,olga.castro@hotmail.com,36,Fiber + TV,Annual,Family,Medium,Low,35.85,3,224,0,High,High Price,
Martina,Martinez,"Valencia, España",+34 647284351,martina.martinez@hotmail.com,41,Fiber + TV,Monthly,Family,High,Low,32.33,2,84,0,Medium,,
Veronica,Sanchez,"Barcelona, España",+34 629796138,veronica.sanchez@hotmail.com,30,Mobile - Standard,Annual,Family,Low,High,28.89,7,128,2,Low,,
Noelia,Moreno,"Málaga, España",+34 643090030,noelia.moreno@hotmail.com,36,Fiber Only (Basic),Annual,Single,High,Low,23.05,2,54,0,High,Poor Service,Dedicated Customer Support
Valeria,Morales,"Valencia, España",+34 613696686,valeria.morales@hotmail.com,19,Fiber + TV + Mobile (Premium),Annual,Couple,Medium,High,70.78,2,166,4,Low,,
Estefania,Ortega,"Bilbao, España",+34 616710423,estefania.ortega@hotmail.com,32,Fiber Only (Basic),Annual,Family,Medium,High,27.84,9,41,0,Low,,
Fatima,Diaz,"Málaga, España",+34 621878002,fatima.diaz@hotmail.com,67,Fiber + TV + Mobile (Premium),Annual,Family,High,Medium,70.98,5,258,4,High,High Price,
Pedro,Leon,"Valencia, España",+34 647265587,pedro.leon@hotmail.com,41,Fiber + TV + Mobile (Unlimited),Annual,Family,High,High,99.09,9,229,6,Low,,
Raquel,Reyes,"Barcelona, España",+34 650689448,raquel.reyes@hotmail.com,54,Fiber + TV + Mobile (Basic),Annual,Couple,High,Medium,57.73,9,218,2,Medium,,
Lorena,Castillo,"Málaga, España",+34 616224465,lorena.castillo@hotmail.com,70,Mobile - Basic,Monthly,Single,Low,High,10.48,6,216,1,Low,,
Beatriz,Gil,"Valencia, España",+34 608452013,beatriz.gil@hotmail.com,37,Fiber Only (Premium),Annual,Family,Medium,Low,45.54,2,168,0,High,Poor Service,
Rosa,Muñoz,"Málaga, España",+34 652668121,rosa.muñoz@hotmail.com,42,Mobile - Basic,Annual,Family,High,Medium,12.27,8,171,1,Low,,
Roberto,Vazquez,"Zaragoza, España",+34 651057048,roberto.vazquez@hotmail.com,23,Fiber + TV,Monthly,Single,Medium,Medium,31.74,3,41,0,Low,,
Marta,Lopez,"Madrid, España",+34 616812491,marta.lopez@hotmail.com,24,Mobile + Fiber (Standard),Annual,Couple,High,Low,56.09,3,74,3,High,High Price,
Angela,Mendez,"Madrid, España",+34 692106408,angela.mendez@hotmail.com,35,Fiber + TV + Mobile (Unlimited),Monthly,Single,Medium,High,92.38,9,33,6,Low,,
Violeta,Hernandez,"Zaragoza, España",+34 630055414,violeta.hernandez@hotmail.com,64,Fiber Only (Basic),Annual,Couple,Medium,High,28.82,1,26,0,Low,,
Juan,Jimenez,"Barcelona, España",+34 644517709,juan.jimenez@hotmail.com,44,Fiber + TV + Mobile (Basic),Annual,Family,Low,High,53.87,2,217,2,Low,,
Joaquin,Perez,"Sevilla, España",+34 644218479,joaquin.perez@hotmail.com,45,Fiber + TV + Mobile (Unlimited),Annual,Family,Low,Low,97.87,2,278,6,High,Low Data Allowance,Extra Data Package
